Publisher Name,Series Name,Volume,Full Title,Title,Issue Number,Release Date,Box,Proposed Box,Event,In Collection,In Wish List,Pull,Marked Read,Copies Owned,My Rating,Media Format,Price Paid,Date Purchased,Condition,Notes,Tags,Storage Box,Owner,Purchase Store,Signature,Slabbing,Grading,Grading Company,Equivalant Comic Book Size Per Issue,Equivalant Comic Book Size,Story Arc,Image Link
Amalgam Comics,JLX (1996),1,JLX #1,JLX,1,2/28/1996,4,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Amalgam Comics,The Magnetic Men featuring Magneto (1997),1,The Magnetic Men featuring Magneto #1,The Magnetic Men featuring Magneto,1,4/2/1997,4,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Amalgam Comics,X-Patrol (1996),1,X-Patrol #1,X-Patrol,1,2/28/1996,4,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #1,Aliens / Predator: The Deadliest of the Species,1,7/1/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #2,Aliens / Predator: The Deadliest of the Species,2,9/1/1993,8,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #3,Aliens / Predator: The Deadliest of the Species,3,11/1/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #4,Aliens / Predator: The Deadliest of the Species,4,1/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #5,Aliens / Predator: The Deadliest of the Species,5,3/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #6,Aliens / Predator: The Deadliest of the Species,6,5/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #7,Aliens / Predator: The Deadliest of the Species,7,8/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #8,Aliens / Predator: The Deadliest of the Species,8,10/25/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #9,Aliens / Predator: The Deadliest of the Species,9,12/1/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #10,Aliens / Predator: The Deadliest of the Species,10,2/1/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #11,Aliens / Predator: The Deadliest of the Species,11,5/1/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Aliens / Predator: The Deadliest of the Species (1993 - 1995),1,Aliens / Predator: The Deadliest of the Species #12,Aliens / Predator: The Deadliest of the Species,12,8/1/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Dark Horse Comics,Tales From The Secret Shop Are We Heroes Yet? (2014),1,Tales From The Secret Shop Are We Heroes Yet? #1,Tales From The Secret Shop Are We Heroes Yet?,1,1/1/2014,,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,https://drive.google.com/file/d/1a3uMHgP3_04BlmZ-0h8hdYfAPCfLWntc/view?usp=drive_link
DC Comics,"Action Comics #1, 50th Anniversary Reprint (1988)",1,Action Comics #1 (50th Anniversary 50 cent White Box Edition),Action Comics,1,6/1/1988,3,16,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Action Comics (Vol. 1) (1938 - 2011),1,Action Comics #587,Action Comics,587,1/6/1987,3,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Atari Force (Vol. 2) (1984 - 1985),2,Atari Force #8,Atari Force,8,4/17/1984,3,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,DC Versus Marvel/Marvel Versus DC (1995 - 1996),1,DC Versus Marvel/Marvel Versus DC #4,DC Versus Marvel/Marvel Versus DC,4,1/5/1996,4,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #1,Forgotten Realms,1,8/1/1989,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #2,Forgotten Realms,2,9/1/1989,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #3,Forgotten Realms,3,10/1/1989,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #4,Forgotten Realms,4,11/1/1989,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #5,Forgotten Realms,5,12/1/1989,12,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #6,Forgotten Realms,6,1/1/1990,12,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #7,Forgotten Realms,7,2/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #8,Forgotten Realms,8,3/1/1990,12,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #9,Forgotten Realms,9,4/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #10,Forgotten Realms,10,5/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #11,Forgotten Realms,11,6/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #12,Forgotten Realms,12,7/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #13,Forgotten Realms,13,9/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #14,Forgotten Realms,14,10/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #15,Forgotten Realms,15,11/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #16,Forgotten Realms,16,12/1/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms Annual #1,Forgotten Realms Annual,1,12/13/1990,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #17,Forgotten Realms,17,1/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #18,Forgotten Realms,18,2/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #19,Forgotten Realms,19,3/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #20,Forgotten Realms,20,4/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #21,Forgotten Realms,21,5/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #22,Forgotten Realms,22,6/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #23,Forgotten Realms,23,7/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #24,Forgotten Realms,24,8/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Forgotten Realms (1989 - 1991),1,Forgotten Realms #25,Forgotten Realms,25,9/1/1991,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
DC Comics,Green Lantern (Vol. 2) (1960 - 1986),2,Green Lantern #166,Green Lantern,166,4/21/1983,12,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Sovereign Seven (1994 - 1998),1,Sovereign Seven #1,Sovereign Seven,1,5/16/1995,12,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,Superman (Vol. 2) (1986 - 2006),2,Superman #36,Superman,36,8/24/1989,4,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,The Flash (Vol. 5) (2016 - 2023),5,The Flash #1,The Flash,1,6/22/2016,,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
DC Comics,The New Adventures of Superboy (1980 - 1984),1,The New Adventures of Superboy #29,The New Adventures of Superboy,29,2/25/1982,8,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Charlemagne (1994),1,Charlemagne #0,Charlemagne,0,2/1/1994,4,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Dark Dominion (1993 - 1994),1,Dark Dominion #1,Dark Dominion,1,10/1/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Dark Dominion (1993 - 1994),1,Dark Dominion #2,Dark Dominion,2,11/1/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Dark Dominion (1993 - 1994),1,Dark Dominion #3,Dark Dominion,3,12/1/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Dark Dominion (1993 - 1994),1,Dark Dominion #4,Dark Dominion,4,1/1/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Dark Dominion (1993 - 1994),1,Dark Dominion #5,Dark Dominion,5,2/1/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #1,Warriors of Plasm,1,8/1/1993,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #2,Warriors of Plasm,2,9/1/1993,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #3,Warriors of Plasm,3,10/1/1993,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #4,Warriors of Plasm,4,11/1/1993,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #5,Warriors of Plasm,5,12/1/1993,9,16,,1,0,0,0,2,,Print,,,,,,,,,,,,,1,2,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #6,Warriors of Plasm,6,1/1/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #7,Warriors of Plasm,7,2/1/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Defiant Comics,Warriors of Plasm (1993 - 1994),1,Warriors of Plasm #8,Warriors of Plasm,8,3/1/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Eagle Comics,The Stainless Steel Rat (1985),1,The Stainless Steel Rat #5,The Stainless Steel Rat,5,10/15/1985,,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,https://drive.google.com/file/d/1r5avbI2b1d3Ehhl2KNO9vshVynZZNT9Z/view?usp=drive_link
Image Comics,Badrock / Wolverine (1996),1,Badrock / Wolverine #1,Badrock / Wolverine,1,6/26/1996,3,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,Bone (1996 - 1999),1,Bone #1,Bone,1,1/1/1996,12,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,Cyberpunx (1996),1,Cyberpunx #1,Cyberpunx,1,3/27/1996,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,Hellshock (Vol. 2) (1997 - 1998),2,Hellshock #1,Hellshock,1,1/1/1997,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,Hellshock (Vol. 2) (1997 - 1998),2,Hellshock #2,Hellshock,2,2/1/1997,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,Hellshock (Vol. 2) (1997 - 1998),2,Hellshock #3,Hellshock,3,1/1/1998,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Image Comics,StormWatch Sourcebook (1994),1,StormWatch Sourcebook #1,StormWatch Sourcebook,1,1/5/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #1,StormWatch,1,3/30/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #2,StormWatch,2,6/1/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #3,StormWatch,3,7/20/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #0,StormWatch,0,8/1/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #4,StormWatch,4,10/11/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #5,StormWatch,5,11/15/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #6,StormWatch,6,12/13/1993,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #7,StormWatch,7,1/31/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #8,StormWatch,8,3/8/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #9,StormWatch,9,4/5/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #25,StormWatch,25,5/10/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #10,StormWatch,10,6/21/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #11,StormWatch,11,8/8/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #12,StormWatch,12,8/22/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,StormWatch (Vol. 1) (1993 - 1997),1,StormWatch #14,StormWatch,14,9/26/1994,1,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,Wetworks (Vol. 1) (1994 - 1998),1,Wetworks #2 Whilce Portacio WildStorm Universe Connecting Variant,Wetworks,2,8/8/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #5,WildC.A.T.s: Covert Action Teams,5,11/1/1993,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #6,WildC.A.T.s: Covert Action Teams,6,12/6/1993,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #7,WildC.A.T.s: Covert Action Teams,7,1/18/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #8,WildC.A.T.s: Covert Action Teams,8,2/21/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #9,WildC.A.T.s: Covert Action Teams,9,3/21/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #10,WildC.A.T.s: Covert Action Teams,10,4/18/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Image Comics,WildC.A.T.s: Covert Action Teams (Vol. 1) (1992 - 1998),1,WildC.A.T.s: Covert Action Teams #11,WildC.A.T.s: Covert Action Teams,11,6/6/1994,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Malibu Comics,The Night Man / Gambit (1996),1,The Night Man / Gambit #1,The Night Man / Gambit,1,3/1/1996,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Malibu Comics,The Night Man / Gambit (1996),1,The Night Man / Gambit #2,The Night Man / Gambit,2,4/1/1996,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Malibu Comics,The Night Man / Gambit (1996),1,The Night Man / Gambit #3,The Night Man / Gambit,3,5/1/1996,9,16,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,2099 A.D. Genesis (1996),1,2099 A.D. Genesis #1,2099 A.D. Genesis,1,11/24/1995,1,1,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,2099: World of Tomorrow (1996 - 1997),1,2099: World of Tomorrow #2,2099: World of Tomorrow,2,9/4/1996,1,1,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Age of Apocalypse: The Chosen (1995),1,Age of Apocalypse: The Chosen #1,Age of Apocalypse: The Chosen,1,2/7/1995,6,6,Age of Apocalypse,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Air Raiders (Vol. 1) (1987 - 1988),1,Air Raiders #3,Air Raiders,3,3/3/1988,3,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,ALF (1988 - 1992),1,ALF #12,ALF,12,11/2/1988,3,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #28,Alpha Flight,28,7/30/1985,14,14,Secret Wars II,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #40,Alpha Flight,40,7/29/1986,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #50,Alpha Flight,50,6/2/1987,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #51,Alpha Flight,51,6/9/1987,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight Annual #2,Alpha Flight Annual,2,12/1/1987,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #79,Alpha Flight,79,10/10/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #80,Alpha Flight,80,11/10/1989,,14,Acts of Vengeance,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #110,Alpha Flight,110,3/12/1992,,2,The Infinity War,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #111,Alpha Flight,111,4/8/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #112,Alpha Flight,112,5/8/1992,,2,The Infinity War,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #122,Alpha Flight,122,3/8/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #123,Alpha Flight,123,4/8/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #124,Alpha Flight,124,5/8/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #127,Alpha Flight,127,8/8/1993,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #128,Alpha Flight,128,9/8/1993,3,3,No Future,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,No Future,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #129,Alpha Flight,129,10/8/1993,3,3,No Future,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,No Future,
Marvel Comics,Alpha Flight (Vol. 1) (1983 - 1993),1,Alpha Flight #130,Alpha Flight,130,11/8/1993,3,3,No Future,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,No Future,
Marvel Comics,Amazing Adventures (1979 - 1981),1,Amazing Adventures #1,Amazing Adventures,1,9/25/1979,4,4,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Animax (Vol. 1) (1986 - 1987),1,Animax #1,Animax,1,11/4/1986,3,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Animax (Vol. 1) (1986 - 1987),1,Animax #2,Animax,2,12/1/1986,3,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Animax (Vol. 1) (1986 - 1987),1,Animax #3,Animax,3,4/1/1987,3,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Animax (Vol. 1) (1986 - 1987),1,Animax #4,Animax,4,10/26/1987,3,17,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Archangel (1996),1,Archangel #1,Archangel,1,12/7/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Askani'son (1996),1,Askani'son #1,Askani'son,1,12/14/1995,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Askani'son (1996),1,Askani'son #2,Askani'son,2,2/8/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Askani'son (1996),1,Askani'son #3,Askani'son,3,3/14/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Askani'son (1996),1,Askani'son #4,Askani'son,4,5/8/1996,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #21,Avengers Spotlight,21,4/11/1989,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #23,Avengers Spotlight,23,6/13/1989,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #24,Avengers Spotlight,24,7/11/1989,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #25,Avengers Spotlight,25,8/8/1989,3,3,,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #26,Avengers Spotlight,26,9/12/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #27,Avengers Spotlight,27,10/10/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #28,Avengers Spotlight,28,11/14/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Avengers Spotlight (1989 - 1991),1,Avengers Spotlight #29,Avengers Spotlight,29,12/12/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
