Publisher Name,Series Name,Volume,Full Title,Title,Issue Number,Release Date,Box,Proposed Box,Event,In Collection,In Wish List,Pull,Marked Read,Copies Owned,My Rating,Media Format,Price Paid,Date Purchased,Condition,Notes,Tags,Storage Box,Owner,Purchase Store,Signature,Slabbing,Grading,Grading Company,Equivalant Comic Book Size Per Issue,Equivalant Comic Book Size,Story Arc,Image Link
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #310,Uncanny X-Men,310,1/4/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #311,Uncanny X-Men,311,2/1/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #312,Uncanny X-Men,312,3/1/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #313,Uncanny X-Men,313,4/5/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #314,Uncanny X-Men,314,5/3/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #315,Uncanny X-Men,315,6/7/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #316,Uncanny X-Men,316,7/5/1994,1,1,Phalanx Covenant,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #317,Uncanny X-Men,317,8/2/1994,1,1,Phalanx Covenant,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men Annual #18,Uncanny X-Men Annual,18,8/18/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #318,Uncanny X-Men,318,9/6/1994,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #319,Uncanny X-Men,319,10/4/1994,4,4,Legion Quest,1,0,0,1,2,,Print,,,,,,,,,,,,,1,2,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #320,Uncanny X-Men,320,11/1/1994,4,4,Legion Quest,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #321,Uncanny X-Men,321,12/6/1994,4,4,Legion Quest,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #322,Uncanny X-Men,322,5/9/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #323,Uncanny X-Men,323,6/13/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #324,Uncanny X-Men,324,7/13/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #325,Uncanny X-Men,325,8/10/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #326,Uncanny X-Men,326,9/7/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #327,Uncanny X-Men,327,10/5/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men Annual '95,Uncanny X-Men Annual '95,1,10/12/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #328,Uncanny X-Men,328,11/9/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #329,Uncanny X-Men,329,12/7/1995,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #330,Uncanny X-Men,330,1/4/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #331,Uncanny X-Men,331,2/8/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #332,Uncanny X-Men,332,3/7/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #333,Uncanny X-Men,333,4/3/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #334,Uncanny X-Men,334,5/8/1996,6,6,Onslaught,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #335,Uncanny X-Men,335,6/5/1996,6,6,Onslaught,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #336,Uncanny X-Men,336,7/3/1996,6,6,Onslaught,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men Annual '96,Uncanny X-Men Annual '96,1,7/24/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #337,Uncanny X-Men,337,8/7/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #338,Uncanny X-Men,338,9/4/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #339,Uncanny X-Men,339,10/2/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #340,Uncanny X-Men,340,11/6/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #341,Uncanny X-Men,341,12/4/1996,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men (Vol. 1) (1980 - 2011),1,Uncanny X-Men #470,Uncanny X-Men,470,3/1/2006,8,8,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Uncanny X-Men Omnibus (2006 - 2026),1,Uncanny X-Men Omnibus Vol. 5 HC,Uncanny X-Men Omnibus Vol. 5 HC,1,6/13/1996,14,14,,1,0,0,1,1,,Print,,,,,,,,,,,,,14,14,,
Marvel Comics,Visionaries (1987 - 1988),1,Visionaries #1,Visionaries,1,11/5/1987,9,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Visionaries (1987 - 1988),1,Visionaries #2,Visionaries,2,12/1/1987,9,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Visionaries (1987 - 1988),1,Visionaries #3,Visionaries,3,1/1/1988,9,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Visionaries (1987 - 1988),1,Visionaries #4,Visionaries,4,2/1/1988,9,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Visionaries (1987 - 1988),1,Visionaries #5,Visionaries,5,3/1/1988,9,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Visionaries (1987 - 1988),1,Visionaries #6,Visionaries,6,6/1/1988,9,17,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #1,Warlock and the Infinity Watch,1,12/17/1991,14,14,The Infinity Gauntlet,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #2,Warlock and the Infinity Watch,2,1/21/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #3,Warlock and the Infinity Watch,3,2/18/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #4,Warlock and the Infinity Watch,4,3/17/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #5,Warlock and the Infinity Watch,5,4/21/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #6,Warlock and the Infinity Watch,6,5/19/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #7,Warlock and the Infinity Watch,7,6/16/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #8,Warlock and the Infinity Watch,8,7/21/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #9,Warlock and the Infinity Watch,9,8/18/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #10,Warlock and the Infinity Watch,10,9/15/1992,2,2,The Infinity War,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #11,Warlock and the Infinity Watch,11,10/20/1992,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #12,Warlock and the Infinity Watch,12,11/17/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #13,Warlock and the Infinity Watch,13,12/15/1992,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #14,Warlock and the Infinity Watch,14,1/19/1993,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #15,Warlock and the Infinity Watch,15,2/16/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #16,Warlock and the Infinity Watch,16,3/16/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #17,Warlock and the Infinity Watch,17,4/20/1993,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #18,Warlock and the Infinity Watch,18,5/18/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #19,Warlock and the Infinity Watch,19,6/15/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #20,Warlock and the Infinity Watch,20,7/20/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #21,Warlock and the Infinity Watch,21,8/17/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #22,Warlock and the Infinity Watch,22,9/21/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #23,Warlock and the Infinity Watch,23,10/19/1993,1,1,Blood and Thunder,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #24,Warlock and the Infinity Watch,24,11/16/1993,,1,Blood and Thunder,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #25,Warlock and the Infinity Watch,25,12/21/1993,1,1,Blood and Thunder,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #26,Warlock and the Infinity Watch,26,1/18/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #27,Warlock and the Infinity Watch,27,2/15/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #28,Warlock and the Infinity Watch,28,3/15/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #29,Warlock and the Infinity Watch,29,4/19/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #30,Warlock and the Infinity Watch,30,5/17/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #31,Warlock and the Infinity Watch,31,6/21/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #32,Warlock and the Infinity Watch,32,7/19/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #33,Warlock and the Infinity Watch,33,8/16/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #34,Warlock and the Infinity Watch,34,9/20/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #35,Warlock and the Infinity Watch,35,10/18/1994,9,9,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #36,Warlock and the Infinity Watch,36,11/15/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #37,Warlock and the Infinity Watch,37,12/20/1994,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #38,Warlock and the Infinity Watch,38,1/17/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #39,Warlock and the Infinity Watch,39,2/21/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #40,Warlock and the Infinity Watch,40,3/21/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #41,Warlock and the Infinity Watch,41,4/18/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock and the Infinity Watch (1991 - 1995),1,Warlock and the Infinity Watch #42,Warlock and the Infinity Watch,42,5/16/1995,,,,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #1,Warlock Chronicles,1,5/4/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #2,Warlock Chronicles,2,6/1/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #3,Warlock Chronicles,3,7/6/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #4,Warlock Chronicles,4,8/3/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #5,Warlock Chronicles,5,9/7/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #6,Warlock Chronicles,6,10/5/1993,,1,Blood and Thunder,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #7,Warlock Chronicles,7,11/2/1993,,1,Blood and Thunder,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Warlock Chronicles (1993 - 1994),1,Warlock Chronicles #8,Warlock Chronicles,8,12/7/1993,,1,Blood and Thunder,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Weapon X (Vol. 1) (1995),1,Weapon X #1,Weapon X,1,1/10/1995,6,6,Age of Apocalypse,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Weapon X (Vol. 1) (1995),1,Weapon X #2,Weapon X,2,2/14/1995,6,6,Age of Apocalypse,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Weapon X (Vol. 1) (1995),1,Weapon X #3,Weapon X,3,3/14/1995,6,6,Age of Apocalypse,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Weapon X (Vol. 1) (1995),1,Weapon X #4,Weapon X,4,4/11/1995,6,6,Age of Apocalypse,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #6,Web of Spider-Man,6,5/7/1985,,14,Secret Wars II,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #20,Web of Spider-Man,20,7/22/1986,13,13,,1,0,0,1,2,,Print,,,,,,,,,,,,,1,2,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #21,Web of Spider-Man,21,8/26/1986,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #23,Web of Spider-Man,23,10/28/1986,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #36,Web of Spider-Man,36,11/3/1987,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #41,Web of Spider-Man,41,4/5/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #42,Web of Spider-Man,42,5/3/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #43,Web of Spider-Man,43,6/7/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man Annual #4,Web of Spider-Man Annual,4,6/21/1988,,17,Evolutionary War,1,0,0,0,1,,Print,,,,,,,,,,,,,2,2,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #44,Web of Spider-Man,44,7/5/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #45,Web of Spider-Man,45,8/2/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #46,Web of Spider-Man,46,9/6/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #47,Web of Spider-Man,47,10/4/1988,10,10,Inferno,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #48,Web of Spider-Man,48,11/1/1988,10,10,Inferno,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #49,Web of Spider-Man,49,12/6/1988,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #50,Web of Spider-Man,50,1/3/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #51,Web of Spider-Man,51,2/7/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #52,Web of Spider-Man,52,3/7/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #53,Web of Spider-Man,53,4/4/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #54,Web of Spider-Man,54,5/2/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #56,Web of Spider-Man,56,7/11/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #57,Web of Spider-Man,57,8/1/1989,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man Annual #5,Web of Spider-Man Annual,5,11/1/1989,10,10,Atlantis Attacks,1,0,0,0,1,,Print,,,,,,,,,,,,,2,2,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #59,Web of Spider-Man,59,10/3/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #60,Web of Spider-Man,60,11/7/1989,14,14,Acts of Vengeance,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #61,Web of Spider-Man,61,12/5/1989,,14,Acts of Vengeance,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #62,Web of Spider-Man,62,1/2/1990,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #64,Web of Spider-Man,64,3/6/1990,,14,Acts of Vengeance,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #65,Web of Spider-Man,65,4/3/1990,,14,Acts of Vengeance,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #90,Web of Spider-Man,90,5/5/1992,13,13,,1,0,0,1,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #104,Web of Spider-Man,104,7/6/1993,2,2,The Infinity Crusade,1,0,0,0,1,,Print,,,,,,,,,,,,,1,1,,
Marvel Comics,Web of Spider-Man (Vol. 1) (1984 - 1995),1,Web of Spider-Man #105,Web of Spider-Man,105,8/3/1993,,2,The Infinity Crusade,0,1,0,0,0,,Print,,,,,,,,,,,,,1,0,,
